"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Candidatus_Methylopumilus_uncultured_beta"	"treatment_tag"	"138"	"treatment_tag138"	4.27292728219336	-1.79251545169817	0.3125174232876	4.02790536491171e-06	0.00461799350087128	4.02790536491171e-06	0.00461799350087128	NA	"abundance"	16	15
"Candidatus_Methylopumilus_uncultured_beta"	"treatment_tag"	"3,727"	"treatment_tag3,727"	8.77910350741933	-2.15501960807012	0.435911299456668	2.41551322277545e-06	0.00461799350087128	2.41551322277545e-06	0.00461799350087128	NA	"abundance"	16	15
"MWH-Ta3_uncultured_bacterium"	"treatment_tag"	"3,727"	"treatment_tag3,727"	6.75291436935	-2.15501960807012	0.421566989785702	7.51831066536646e-06	0.0057464954518951	7.51831066536646e-06	0.0057464954518951	NA	"abundance"	16	16
"MWH-Ta3_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	5.27323845926435	-0.844482382553039	0.421499981463194	1.8902764484352e-05	0.0108360097406548	1.8902764484352e-05	0.0108360097406548	NA	"abundance"	16	16
"LiUU-11-161_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	5.13161264686392	-1.79251545169817	0.510115083229476	5.88329135983168e-05	0.0269807741761881	5.88329135983168e-05	0.0269807741761881	NA	"abundance"	16	13
"0319-6G20_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	6.10981864083431	-0.844482382553039	0.601938107171791	0.000136122664316618	0.0314540335098191	0.000136122664316618	0.0314540335098191	NA	"abundance"	16	13
"Candidatus_Methylopumilus_uncultured_beta"	"treatment_tag"	"4"	"treatment_tag4"	5.14681805776807	0.456919140062976	0.490870439051581	0.000137174153989617	0.0314540335098191	0.000137174153989617	0.0314540335098191	NA	"abundance"	16	15
"Candidatus_Methylopumilus_uncultured_beta"	"treatment_tag"	"719"	"treatment_tag719"	3.40477532895756	-1.37207297421942	0.471579904555534	0.000130371398997742	0.0314540335098191	0.000130371398997742	0.0314540335098191	NA	"abundance"	16	15
"LiUU-11-161_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	5.57312833826364	-0.844482382553039	0.531825632479124	0.000124296385874967	0.0314540335098191	0.000124296385874967	0.0314540335098191	NA	"abundance"	16	13
"MWH-Ta3_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	1.52299254486275	-1.79251545169817	0.302233572644597	0.000115153589858585	0.0314540335098191	0.000115153589858585	0.0314540335098191	NA	"abundance"	16	16
"Emticicia_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	3.90556794825488	-1.79251545169817	0.653581979228044	0.000169237819239831	0.0321454531789861	0.000169237819239831	0.0321454531789861	NA	"abundance"	16	16
"Gloeocapsa_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	3.83358362243998	-1.79251545169817	0.652865466222871	0.000182246354699878	0.0321454531789861	0.000182246354699878	0.0321454531789861	NA	"abundance"	16	16
"NS11-12_marine_group_metagenome"	"treatment_tag"	"719"	"treatment_tag719"	-10.3469455324093	-1.37207297421942	1.04184152513102	0.000165239446361487	0.0321454531789861	0.000165239446361487	0.0321454531789861	NA	"abundance"	16	16
"Dinghuibacter_uncultured_Sphingobacteriia"	"treatment_tag"	"138"	"treatment_tag138"	6.17240552669303	-1.79251545169817	1.02181048649184	0.000269199531500397	0.0440910375521722	0.000269199531500397	0.0440910375521722	NA	"abundance"	16	16
"LiUU-11-161_uncultured_bacterium"	"treatment_tag"	"3,727"	"treatment_tag3,727"	5.78198345973492	-2.15501960807012	0.821344658414309	0.00038324120225075	0.0511806689629231	0.00038324120225075	0.0511806689629231	NA	"abundance"	16	13
"NS11-12_marine_group_metagenome"	"treatment_tag"	"100,000"	"treatment_tag100,000"	-5.88217901518219	1.51804453818552	1.00773189902058	0.000363327020606929	0.0511806689629231	0.000363327020606929	0.0511806689629231	NA	"abundance"	16	16
"NS11-12_marine_group_metagenome"	"treatment_tag"	"4"	"treatment_tag4"	-7.41666088146058	0.456919140062976	1.08445928658736	0.000395449237720724	0.0511806689629231	0.000395449237720724	0.0511806689629231	NA	"abundance"	16	16
"NS11-12_marine_group_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	5.39235088121142	-1.79251545169817	0.991261018593133	0.000401767135339126	0.0511806689629231	0.000401767135339126	0.0511806689629231	NA	"abundance"	16	16
"hgcI_clade_uncultured_bacterium"	"treatment_tag"	"3,727"	"treatment_tag3,727"	6.30878619162747	-2.15501960807012	1.12639015967962	0.000446418777778401	0.0538756977603092	0.000446418777778401	0.0538756977603092	NA	"abundance"	16	16
"Gloeocapsa_uncultured_bacterium"	"treatment_tag"	"100,000"	"treatment_tag100,000"	-5.04362527836188	1.51804453818552	0.952901685169429	0.000519626329252398	0.0595751586487875	0.000519626329252398	0.0595751586487875	NA	"abundance"	16	16
"NS11-12_marine_group_metagenome"	"read_depth"	"read_depth"	"read_depth"	2.69816472696015	-0.993321152475838	0.489464735062208	0.000560527885774542	0.0612043067657631	0.000560527885774542	0.0612043067657631	NA	"abundance"	16	16
"0319-6G20_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	2.91607026077729	-1.79251545169817	0.57736537858766	0.000625139347756543	0.0621178384565928	0.000625139347756543	0.0621178384565928	NA	"abundance"	16	13
"Polynucleobacter_metagenome"	"treatment_tag"	"4"	"treatment_tag4"	-8.07702662403237	0.456919140062976	1.29543204262898	0.000648221902435853	0.0621178384565928	0.000648221902435853	0.0621178384565928	NA	"abundance"	16	16
"Polynucleobacter_metagenome"	"treatment_tag"	"719"	"treatment_tag719"	-9.61105592853942	-1.37207297421942	1.24452334143707	0.000650164903165384	0.0621178384565928	0.000650164903165384	0.0621178384565928	NA	"abundance"	16	16
"Clade_III_uncultured_Pelagibacterales"	"treatment_tag"	"138"	"treatment_tag138"	3.10084960476186	-1.79251545169817	0.735841379398482	0.000702469811909801	0.0638390133429192	0.000702469811909801	0.0638390133429192	NA	"abundance"	16	16
"Clade_III_uncultured_Pelagibacterales"	"treatment_tag"	"719"	"treatment_tag719"	5.87360271883386	-1.37207297421942	1.11036371609083	0.000723861468345355	0.0638390133429192	0.000723861468345355	0.0638390133429192	NA	"abundance"	16	16
"Polynucleobacter_metagenome"	"treatment_tag"	"100,000"	"treatment_tag100,000"	-6.05878484044265	1.51804453818552	1.20377796429654	0.000808572202412372	0.0686687429678359	0.000808572202412372	0.0686687429678359	NA	"abundance"	16	16
"Lautropia_metagenome"	"treatment_tag"	"138"	"treatment_tag138"	3.71352595843274	-1.79251545169817	0.898580013642885	0.00102457951143575	0.0768374195103572	0.00102457951143575	0.0768374195103572	NA	"abundance"	16	16
"LiUU-11-161_uncultured_bacterium"	"treatment_tag"	"4"	"treatment_tag4"	-3.55576408738842	0.456919140062976	0.537257748395096	0.00106979783948769	0.0768374195103572	0.00106979783948769	0.0768374195103572	NA	"abundance"	16	13
"Methylotenera_uncultured_soil"	"read_depth"	"read_depth"	"read_depth"	-3.82298207182964	-0.993321152475838	0.320306414768481	0.00101042575911547	0.0768374195103572	0.00101042575911547	0.0768374195103572	NA	"abundance"	16	14
"MWH-Ta3_uncultured_bacterium"	"treatment_tag"	"719"	"treatment_tag719"	1.72907060741258	-1.37207297421942	0.456061866381299	0.00110309314082191	0.0768374195103572	0.00110309314082191	0.0768374195103572	NA	"abundance"	16	16
"Planctopirus_uncultured_planctomycete"	"treatment_tag"	"138"	"treatment_tag138"	3.08494997722881	-1.79251545169817	0.302957727603131	0.000992864596335741	0.0768374195103572	0.000992864596335741	0.0768374195103572	NA	"abundance"	16	10
"Sporichthyaceae_metagenome"	"treatment_tag"	"100,000"	"treatment_tag100,000"	-4.24627572323715	1.51804453818552	0.965612884361028	0.00110581545741029	0.0768374195103572	0.00110581545741029	0.0768374195103572	NA	"abundance"	16	16
