"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"Arcellinida_metagenome"	"read_depth"	"read_depth"	"read_depth"	1.50670703541465	-0.902845034592294	0.387742747366719	0.177636377224613	0.994152306967456	0.177636377224613	0.994152306967456	NA	"abundance"	16	8
"Arcellinida_metagenome"	"treatment_tag"	"100,000"	"treatment_tag100,000"	6.72588216396224	2.91314241552296	0.534910751467912	0.294851101980209	0.994152306967456	0.294851101980209	0.994152306967456	NA	"abundance"	16	8
"Arcellinida_metagenome"	"treatment_tag"	"138"	"treatment_tag138"	-0.218428091427626	0.313760571851948	0.656600481471982	0.747011654177513	0.994152306967456	0.747011654177513	0.994152306967456	NA	"abundance"	16	8
"Arcellinida_metagenome"	"treatment_tag"	"4"	"treatment_tag4"	-2.75216393704357	1.56219849441536	0.71143327670913	0.274170071994688	0.994152306967456	0.274170071994688	0.994152306967456	NA	"abundance"	16	8
"Cercomonas_uncultured_Cercozoa"	"read_depth"	"read_depth"	"read_depth"	-1.08314909888013	-0.902845034592294	1.50677289889031	0.904330762342811	0.994152306967456	0.904330762342811	0.994152306967456	NA	"abundance"	16	14
"Cercomonas_uncultured_Cercozoa"	"treatment_tag"	"138"	"treatment_tag138"	-2.93517053529889	0.313760571851948	2.20144816433455	0.228549963405071	0.994152306967456	0.228549963405071	0.994152306967456	NA	"abundance"	16	14
"Cercomonas_uncultured_Cercozoa"	"treatment_tag"	"26"	"treatment_tag26"	1.54521871268271	1.96214203877024	3.29273952378716	0.900384836648845	0.994152306967456	0.900384836648845	0.994152306967456	NA	"abundance"	16	14
"Cercomonas_uncultured_Cercozoa"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-2.5893258028359	-3.00716847250271	2.49224494580795	0.871467949156461	0.994152306967456	0.871467949156461	0.994152306967456	NA	"abundance"	16	14
"Cercomonas_uncultured_Cercozoa"	"treatment_tag"	"4"	"treatment_tag4"	-5.666951661113	1.56219849441536	4.08723169330814	0.146492678138957	0.994152306967456	0.146492678138957	0.994152306967456	NA	"abundance"	16	14
"Codosiga_Codosiga_hollandica"	"read_depth"	"read_depth"	"read_depth"	2.15986615007001	-0.902845034592294	2.25829397054095	0.304798196767925	0.994152306967456	0.304798196767925	0.994152306967456	NA	"abundance"	16	8
"Codosiga_Codosiga_hollandica"	"treatment_tag"	"138"	"treatment_tag138"	-3.67950576145055	0.313760571851948	3.51862914429923	0.379844525330596	0.994152306967456	0.379844525330596	0.994152306967456	NA	"abundance"	16	8
"Codosiga_Codosiga_hollandica"	"treatment_tag"	"26"	"treatment_tag26"	-4.06556873504318	1.96214203877024	3.59196285629486	0.245021428609977	0.994152306967456	0.245021428609977	0.994152306967456	NA	"abundance"	16	8
"Codosiga_Codosiga_hollandica"	"treatment_tag"	"4"	"treatment_tag4"	-8.26305419657022	1.56219849441536	5.36457430051134	0.216922660049356	0.994152306967456	0.216922660049356	0.994152306967456	NA	"abundance"	16	8
"Craspedida_metagenome"	"treatment_tag"	"138"	"treatment_tag138"	0.845949235131522	0.313760571851948	2.68765305387319	0.854028898349638	0.994152306967456	0.854028898349638	0.994152306967456	NA	"abundance"	16	8
"Craspedida_metagenome"	"treatment_tag"	"26"	"treatment_tag26"	5.2906092225453	1.96214203877024	3.90998799113181	0.458757439443514	0.994152306967456	0.458757439443514	0.994152306967456	NA	"abundance"	16	8
"Cryptomonas_Cryptomonas_platyuris"	"read_depth"	"read_depth"	"read_depth"	0.71068236704743	-0.902845034592294	0.585991490221484	0.283918139873925	0.994152306967456	0.283918139873925	0.994152306967456	NA	"abundance"	16	6
"Cryptomonas_Cryptomonas_platyuris"	"treatment_tag"	"138"	"treatment_tag138"	2.50617150459607	0.313760571851948	0.911394773807469	0.373387552983286	0.994152306967456	0.373387552983286	0.994152306967456	NA	"abundance"	16	6
"Cryptomonas_Cryptomonas_platyuris"	"treatment_tag"	"3,727"	"treatment_tag3,727"	2.9814035527377	-3.00716847250271	0.918636520095414	0.181140668364408	0.994152306967456	0.181140668364408	0.994152306967456	NA	"abundance"	16	6
"Cryptomonas_Cryptomonas_platyuris"	"treatment_tag"	"4"	"treatment_tag4"	3.50001220320726	1.56219849441536	1.00034853795948	0.52166223470493	0.994152306967456	0.52166223470493	0.994152306967456	NA	"abundance"	16	6
"CV1-B1-93_uncultured_centroheliozoan"	"read_depth"	"read_depth"	"read_depth"	-1.74247914791008	-0.902845034592294	1.45462642295377	0.593616157161998	0.994152306967456	0.593616157161998	0.994152306967456	NA	"abundance"	16	12
"CV1-B1-93_uncultured_centroheliozoan"	"treatment_tag"	"138"	"treatment_tag138"	-0.4549227528603	0.313760571851948	2.16606126347847	0.746270127764886	0.994152306967456	0.746270127764886	0.994152306967456	NA	"abundance"	16	12
"CV1-B1-93_uncultured_centroheliozoan"	"treatment_tag"	"26"	"treatment_tag26"	2.36530061932126	1.96214203877024	2.8710331665107	0.894793052787918	0.994152306967456	0.894793052787918	0.994152306967456	NA	"abundance"	16	12
"CV1-B1-93_uncultured_centroheliozoan"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-5.94660798389902	-3.00716847250271	2.96744404029856	0.400178363564654	0.994152306967456	0.400178363564654	0.994152306967456	NA	"abundance"	16	12
"CV1-B1-93_uncultured_centroheliozoan"	"treatment_tag"	"4"	"treatment_tag4"	-0.690982251492433	1.56219849441536	3.70234338971681	0.563818879532746	0.994152306967456	0.563818879532746	0.994152306967456	NA	"abundance"	16	12
"Diplostraca_Acroperus_harpae"	"read_depth"	"read_depth"	"read_depth"	-2.19834385333627	-0.902845034592294	3.3963330901712	0.729237773039714	0.994152306967456	0.729237773039714	0.994152306967456	NA	"abundance"	16	10
"Diplostraca_Acroperus_harpae"	"treatment_tag"	"138"	"treatment_tag138"	1.74776621865047	0.313760571851948	5.26758556046036	0.805864213042481	0.994152306967456	0.805864213042481	0.994152306967456	NA	"abundance"	16	10
"Diplostraca_Acroperus_harpae"	"treatment_tag"	"26"	"treatment_tag26"	0.0516231803003733	1.96214203877024	5.4020878001892	0.763491745892665	0.994152306967456	0.763491745892665	0.994152306967456	NA	"abundance"	16	10
"Diplostraca_Acroperus_harpae"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-5.07456829145145	-3.00716847250271	5.29118079985092	0.72212188323298	0.994152306967456	0.72212188323298	0.994152306967456	NA	"abundance"	16	10
"Diplostraca_Acroperus_harpae"	"treatment_tag"	"4"	"treatment_tag4"	3.20311270253037	1.56219849441536	8.06798470402163	0.850207808760068	0.994152306967456	0.850207808760068	0.994152306967456	NA	"abundance"	16	10
"Diplostraca_Bosmina_longirostris"	"read_depth"	"read_depth"	"read_depth"	0.663957195968434	-0.902845034592294	1.76794932744743	0.397784647289309	0.994152306967456	0.397784647289309	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Bosmina_longirostris"	"treatment_tag"	"138"	"treatment_tag138"	5.30899283312514	0.313760571851948	2.59721538258722	0.137551426256005	0.994152306967456	0.137551426256005	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Bosmina_longirostris"	"treatment_tag"	"26"	"treatment_tag26"	5.18377372458432	1.96214203877024	3.67826361439418	0.424898364859583	0.994152306967456	0.424898364859583	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Bosmina_longirostris"	"treatment_tag"	"3,727"	"treatment_tag3,727"	5.53277794387716	-3.00716847250271	2.87190781667592	0.0455834465952301	0.994152306967456	0.0455834465952301	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Bosmina_longirostris"	"treatment_tag"	"4"	"treatment_tag4"	4.66469127749485	1.56219849441536	4.51153752563463	0.52118165208588	0.994152306967456	0.52118165208588	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Bosmina_longirostris"	"treatment_tag"	"719"	"treatment_tag719"	4.43620958458477	8.7466940389352	5.00010118593445	0.235185119635187	0.994152306967456	0.235185119635187	0.994152306967456	NA	"abundance"	16	15
"Diplostraca_Chydorus_sphaericus"	"read_depth"	"read_depth"	"read_depth"	-1.21229828139584	-0.902845034592294	1.71150432515722	0.856997763315842	0.994152306967456	0.856997763315842	0.994152306967456	NA	"abundance"	16	12
"Diplostraca_Chydorus_sphaericus"	"treatment_tag"	"138"	"treatment_tag138"	-0.0813348131548917	0.313760571851948	2.73398318041504	0.898721130513954	0.994152306967456	0.898721130513954	0.994152306967456	NA	"abundance"	16	12
"Diplostraca_Chydorus_sphaericus"	"treatment_tag"	"26"	"treatment_tag26"	3.18979564470489	1.96214203877024	3.36914837141014	0.727556164768912	0.994152306967456	0.727556164768912	0.994152306967456	NA	"abundance"	16	12
