"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"10bav-F6_uncultured_bacterium"	"treatment_tag"	"4"	"treatment_tag4"	0.372952691072568	-0.339748114766058	0.41339482511093	0.342757481340399	0.925132362974611	0.342757481340399	0.925132362974611	NA	"abundance"	10	6
"10bav-F6_uncultured_bacterium"	"treatment_tag"	"719"	"treatment_tag719"	1.28645439105421	0.395044817311264	0.774341780750184	0.468324921386067	0.925132362974611	0.468324921386067	0.925132362974611	NA	"abundance"	10	6
"67-14_metagenome"	"treatment_tag"	"3,727"	"treatment_tag3,727"	2.88600654022613	0.13254714777341	0.954232950776741	0.213921963907235	0.925132362974611	0.213921963907235	0.925132362974611	NA	"abundance"	10	9
"67-14_metagenome"	"treatment_tag"	"4"	"treatment_tag4"	1.27596612801724	-0.339748114766058	1.16616148567858	0.398818542585055	0.925132362974611	0.398818542585055	0.925132362974611	NA	"abundance"	10	9
"67-14_metagenome"	"treatment_tag"	"719"	"treatment_tag719"	3.08781150972181	0.395044817311264	2.18437074344198	0.434816595666848	0.925132362974611	0.434816595666848	0.925132362974611	NA	"abundance"	10	9
"67-14_uncultured_soil"	"treatment_tag"	"138"	"treatment_tag138"	-2.10863912298399	0.0831632310735899	0.543828338087998	0.157106693410316	0.925132362974611	0.157106693410316	0.925132362974611	NA	"abundance"	10	8
"67-14_uncultured_soil"	"treatment_tag"	"26"	"treatment_tag26"	-1.05121033765932	-0.169560653623686	0.498539535181711	0.333693953025265	0.925132362974611	0.333693953025265	0.925132362974611	NA	"abundance"	10	8
"A0839_uncultured_bacterium"	"read_depth"	"read_depth"	"read_depth"	1.21589627033428	0.298326508254071	0.920834538230084	0.50181643146363	0.925132362974611	0.50181643146363	0.925132362974611	NA	"abundance"	10	10
"A0839_uncultured_bacterium"	"treatment_tag"	"100,000"	"treatment_tag100,000"	4.30338754299908	0.665322922162	1.98598447771594	0.322033104479026	0.925132362974611	0.322033104479026	0.925132362974611	NA	"abundance"	10	10
"A0839_uncultured_bacterium"	"treatment_tag"	"719"	"treatment_tag719"	4.46387951055478	0.395044817311264	1.76557015265587	0.262554520650464	0.925132362974611	0.262554520650464	0.925132362974611	NA	"abundance"	10	10
"A4b_uncultured_Antarctic"	"treatment_tag"	"138"	"treatment_tag138"	-1.13274793104642	0.0831632310735899	0.356413984274002	0.187785599390675	0.925132362974611	0.187785599390675	0.925132362974611	NA	"abundance"	10	9
"A4b_uncultured_Antarctic"	"treatment_tag"	"26"	"treatment_tag26"	-1.03200346706831	-0.169560653623686	0.326732627940898	0.242227189297718	0.925132362974611	0.242227189297718	0.925132362974611	NA	"abundance"	10	9
"A4b_uncultured_Antarctic"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-1.91999991140912	0.13254714777341	0.253995718463274	0.0838618857001283	0.925132362974611	0.0838618857001283	0.925132362974611	NA	"abundance"	10	9
"A4b_uncultured_Antarctic"	"treatment_tag"	"4"	"treatment_tag4"	-0.957152863117355	-0.339748114766058	0.310406409837372	0.31084847308666	0.925132362974611	0.31084847308666	0.925132362974611	NA	"abundance"	10	9
"A4b_uncultured_Antarctic"	"treatment_tag"	"719"	"treatment_tag719"	1.304656852072	0.395044817311264	0.581431207043396	0.384495495511233	0.925132362974611	0.384495495511233	0.925132362974611	NA	"abundance"	10	9
"A4b_wastewater_metagenome"	"read_depth"	"read_depth"	"read_depth"	1.40343962938605	0.298326508254071	0.328405609273514	0.190092944335048	0.925132362974611	0.190092944335048	0.925132362974611	NA	"abundance"	10	7
"A4b_wastewater_metagenome"	"treatment_tag"	"26"	"treatment_tag26"	-2.30687047882066	-0.169560653623686	0.353840966417985	0.109410810847685	0.925132362974611	0.109410810847685	0.925132362974611	NA	"abundance"	10	7
"A4b_wastewater_metagenome"	"treatment_tag"	"3,727"	"treatment_tag3,727"	1.6093398940423	0.13254714777341	0.275069224195548	0.124550227843637	0.925132362974611	0.124550227843637	0.925132362974611	NA	"abundance"	10	7
"Actinotalea_uncultured_bacterium"	"read_depth"	"read_depth"	"read_depth"	-0.729333838169584	0.298326508254071	1.0934208559228	0.519816300992444	0.925132362974611	0.519816300992444	0.925132362974611	NA	"abundance"	10	10
"Actinotalea_uncultured_bacterium"	"treatment_tag"	"138"	"treatment_tag138"	-1.40056583028096	0.0831632310735899	1.28513019970145	0.454900513442715	0.925132362974611	0.454900513442715	0.925132362974611	NA	"abundance"	10	10
"Actinotalea_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	1.14130520241248	-0.169560653623686	1.17810744224857	0.466681882558037	0.925132362974611	0.466681882558037	0.925132362974611	NA	"abundance"	10	10
"Actinotalea_uncultured_bacterium"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-1.91395358319741	0.13254714777341	0.91583827457533	0.26879223526069	0.925132362974611	0.26879223526069	0.925132362974611	NA	"abundance"	10	10
"Actinotalea_uncultured_bacterium"	"treatment_tag"	"4"	"treatment_tag4"	-1.45607844820281	-0.339748114766058	1.11923961759098	0.501296785721591	0.925132362974611	0.501296785721591	0.925132362974611	NA	"abundance"	10	10
"Aetherobacter_uncultured_bacterium"	"read_depth"	"read_depth"	"read_depth"	-2.25631116187953	0.298326508254071	1.48587933754578	0.335779821111929	0.925132362974611	0.335779821111929	0.925132362974611	NA	"abundance"	10	7
"Aetherobacter_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	1.85297125620304	-0.169560653623686	1.60096224282159	0.426726495342655	0.925132362974611	0.426726495342655	0.925132362974611	NA	"abundance"	10	7
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"100,000"	"treatment_tag100,000"	-2.80835730501435	0.665322922162	0.306626278165515	0.090385065461402	0.925132362974611	0.090385065461402	0.925132362974611	NA	"abundance"	10	10
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"138"	"treatment_tag138"	-0.403915529079171	0.0831632310735899	0.167099402894778	0.239323693726569	0.925132362974611	0.239323693726569	0.925132362974611	NA	"abundance"	10	10
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"26"	"treatment_tag26"	0.0956206907210338	-0.169560653623686	0.153183739819796	0.393514648160924	0.925132362974611	0.393514648160924	0.925132362974611	NA	"abundance"	10	10
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"3,727"	"treatment_tag3,727"	-0.27915969256659	0.13254714777341	0.119082120134811	0.230481711054187	0.925132362974611	0.230481711054187	0.925132362974611	NA	"abundance"	10	10
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"4"	"treatment_tag4"	-0.0703552598558216	-0.339748114766058	0.145529434946809	0.367236086396943	0.925132362974611	0.367236086396943	0.925132362974611	NA	"abundance"	10	10
"Alicyclobacillus_uncultured_Alicyclobacillaceae"	"treatment_tag"	"719"	"treatment_tag719"	0.960930712816878	0.395044817311264	0.272595385726082	0.364075741355981	0.925132362974611	0.364075741355981	0.925132362974611	NA	"abundance"	10	10
"alphaI_cluster_uncultured_bacterium"	"treatment_tag"	"26"	"treatment_tag26"	-1.22124646768355	-0.169560653623686	0.587130734749252	0.328209836385493	0.925132362974611	0.328209836385493	0.925132362974611	NA	"abundance"	10	9
